,geoid,year_x,NAME_x,B01001_001E_x,B19013_001E_x,B25077_001E_x,B03002_003E_x,B03002_004E_x,B02001_004E_x,B03002_006E_x,B03002_007E_x,B03002_008E_x,B03002_009E_x,B03002_012E_x,B15002_032E_x,B15002_015E_x,state_x,county_x,tract_x,25_and_bachelors_x,percentage_of_bachelors_x,year_y,NAME_y,B01001_001E_y,B19013_001E_y,B25077_001E_y,B03002_003E_y,B03002_004E_y,B02001_004E_y,B03002_006E_y,B03002_007E_y,B03002_008E_y,B03002_009E_y,B03002_012E_y,B15002_032E_y,B15002_015E_y,state_y,county_y,tract_y,25_and_bachelors_y,percentage_of_bachelors_y,ed_chng,home_pct_change,has>500_start,has>500_end,median40start,median40income,ed_chng_upper_third,median_home_higher,median_home_topthird,eligible,gentrified
112,34003021100,2018,"Census Tract 211, Bergen County, New Jersey",6734.0,61314.0,366800.0,4546.0,41.0,0.0,110.0,8.0,15.0,125.0,1889.0,545.0,457.0,34,3,21100,1002.0,0.1487971487971488,2009,"Census Tract 211, Bergen County, New Jersey",6438.0,52877.0,357800.0,4416.0,282.0,0.0,93.0,0.0,0.0,0.0,1647.0,133.0,289.0,34,3,21100,422.0,0.06554830692761728,0.08324884186953153,-0.14129225736095966,True,True,True,True,True,False,False,True,False
118,34003021600,2018,"Census Tract 216, Bergen County, New Jersey",4566.0,59792.0,304600.0,1710.0,57.0,0.0,54.0,0.0,74.0,79.0,2592.0,203.0,61.0,34,3,21600,264.0,0.05781865965834428,2009,"Census Tract 216, Bergen County, New Jersey",4859.0,51250.0,351900.0,2068.0,491.0,0.0,45.0,0.0,0.0,36.0,2219.0,223.0,153.0,34,3,21600,376.0,0.07738217740275777,-0.019563517744413485,-0.3516841759684833,True,True,True,True,False,False,False,True,False
125,34003030100,2018,"Census Tract 301, Bergen County, New Jersey",5543.0,62596.0,394800.0,2215.0,101.0,0.0,431.0,0.0,0.0,45.0,2751.0,372.0,460.0,34,3,30100,832.0,0.15009922424679775,2009,"Census Tract 301, Bergen County, New Jersey",5252.0,54877.0,348800.0,2423.0,293.0,0.0,657.0,0.0,14.0,37.0,1828.0,255.0,201.0,34,3,30100,456.0,0.08682406702208682,0.06327515722471093,-0.033677811550151975,True,True,True,True,True,False,True,True,False
138,34003021500,2018,"Census Tract 215, Bergen County, New Jersey",5092.0,43975.0,314100.0,1821.0,543.0,35.0,135.0,10.0,0.0,21.0,2527.0,228.0,172.0,34,3,21500,400.0,0.07855459544383346,2009,"Census Tract 215, Bergen County, New Jersey",4766.0,46054.0,365900.0,2282.0,281.0,20.0,58.0,0.0,17.0,40.0,2088.0,288.0,136.0,34,3,21500,424.0,0.08896349139739823,-0.01040889595356477,-0.3629512893982808,True,True,True,True,False,False,False,True,False
142,34003011200,2018,"Census Tract 112, Bergen County, New Jersey",5001.0,67538.0,358300.0,2220.0,563.0,0.0,525.0,0.0,40.0,123.0,1530.0,487.0,189.0,34,3,11200,676.0,0.13517296540691862,2009,"Census Tract 112, Bergen County, New Jersey",4233.0,54290.0,404100.0,2632.0,144.0,0.0,532.0,0.0,0.0,152.0,773.0,236.0,213.0,34,3,11200,449.0,0.10607134420033074,0.02910162120658788,-0.3195562377895618,True,True,True,True,False,False,False,True,False
149,34013012200,2018,"Census Tract 122, Essex County, New Jersey",5122.0,51168.0,212100.0,304.0,4287.0,0.0,149.0,0.0,0.0,0.0,382.0,284.0,198.0,34,13,12200,482.0,0.09410386567746974,2009,"Census Tract 122, Essex County, New Jersey",6349.0,48135.0,276600.0,202.0,5072.0,0.0,0.0,0.0,45.0,70.0,960.0,241.0,49.0,34,13,12200,290.0,0.04567648448574579,0.048427381191723955,-0.5257991513437058,True,True,True,True,True,False,False,True,False
150,34013012400,2018,"Census Tract 124, Essex County, New Jersey",4524.0,30323.0,200200.0,211.0,3716.0,0.0,0.0,0.0,0.0,75.0,522.0,182.0,204.0,34,13,12400,386.0,0.08532272325375774,2009,"Census Tract 124, Essex County, New Jersey",4555.0,39745.0,227200.0,150.0,3789.0,0.0,63.0,0.0,0.0,0.0,553.0,236.0,128.0,34,13,12400,364.0,0.07991218441273326,0.005410538841024479,-0.3277922077922078,True,True,True,True,False,False,False,True,False
152,34013013100,2018,"Census Tract 131, Essex County, New Jersey",2037.0,44500.0,165100.0,14.0,1796.0,0.0,0.0,0.0,0.0,0.0,227.0,124.0,28.0,34,13,13100,152.0,0.07461953853706431,2009,"Census Tract 131, Essex County, New Jersey",1513.0,44360.0,282500.0,30.0,1315.0,0.0,0.0,0.0,0.0,0.0,168.0,92.0,29.0,34,13,13100,121.0,0.07997356245869135,-0.005354023921627038,-1.0019685039370079,True,True,True,True,False,False,False,True,False
153,34013013700,2018,"Census Tract 137, Essex County, New Jersey",4377.0,62152.0,399000.0,3001.0,94.0,16.0,176.0,0.0,67.0,99.0,940.0,335.0,368.0,34,13,13700,703.0,0.1606122915238748,2009,"Census Tract 137, Essex County, New Jersey",4720.0,47870.0,378700.0,3475.0,251.0,0.0,316.0,0.0,0.0,66.0,612.0,351.0,334.0,34,13,13700,685.0,0.1451271186440678,0.015485172879806997,-0.11047368421052632,True,True,True,True,False,False,False,True,False
157,34013011200,2018,"Census Tract 112, Essex County, New Jersey",3398.0,34940.0,220600.0,38.0,2894.0,0.0,0.0,0.0,115.0,54.0,297.0,149.0,76.0,34,13,11200,225.0,0.06621542083578576,2009,"Census Tract 112, Essex County, New Jersey",2509.0,16696.0,275600.0,0.0,2317.0,0.0,0.0,0.0,0.0,0.0,192.0,50.0,113.0,34,13,11200,163.0,0.06496612196094062,0.0012492988748451367,-0.46170444242973707,True,True,True,True,False,False,False,True,False
158,34013017100,2018,"Census Tract 171, Essex County, New Jersey",2429.0,49663.0,314800.0,203.0,1625.0,4.0,26.0,0.0,0.0,111.0,464.0,172.0,176.0,34,13,17100,348.0,0.1432688349114862,2009,"Census Tract 171, Essex County, New Jersey",2491.0,32606.0,342900.0,168.0,2096.0,0.0,27.0,0.0,0.0,0.0,200.0,66.0,71.0,34,13,17100,137.0,0.05499799277398635,0.08827084213749986,-0.2744377382465057,True,True,True,True,True,False,False,True,False
160,34013018600,2018,"Census Tract 186, Essex County, New Jersey",4080.0,37031.0,240200.0,166.0,1613.0,0.0,40.0,0.0,177.0,0.0,2084.0,208.0,88.0,34,13,18600,296.0,0.07254901960784314,2009,"Census Tract 186, Essex County, New Jersey",3998.0,39132.0,259400.0,233.0,1688.0,144.0,0.0,0.0,65.0,1.0,1999.0,47.0,68.0,34,13,18600,115.0,0.028764382191095547,0.043784637416747596,-0.26352206494587843,True,True,True,True,True,False,False,True,False
161,34013011600,2018,"Census Tract 116, Essex County, New Jersey",3334.0,44375.0,202000.0,34.0,3035.0,0.0,0.0,0.0,0.0,56.0,209.0,142.0,67.0,34,13,11600,209.0,0.0626874625074985,2009,"Census Tract 116, Essex County, New Jersey",3962.0,41223.0,196600.0,0.0,3426.0,0.0,135.0,0.0,80.0,0.0,321.0,171.0,62.0,34,13,11600,233.0,0.058808682483594145,0.003878780023904356,-0.13872277227722773,True,True,True,True,False,False,False,True,False
162,34013004600,2018,"Census Tract 46, Essex County, New Jersey",2729.0,31418.0,221900.0,22.0,2543.0,0.0,0.0,0.0,0.0,10.0,154.0,308.0,74.0,34,13,4600,382.0,0.13997801392451448,2009,"Census Tract 46, Essex County, New Jersey",3505.0,37337.0,287300.0,61.0,3265.0,23.0,8.0,0.0,0.0,0.0,148.0,181.0,109.0,34,13,4600,290.0,0.08273894436519258,0.0572390695593219,-0.5148310049571879,True,True,True,True,True,False,False,True,False
163,34013004802,2018,"Census Tract 48.02, Essex County, New Jersey",2982.0,15579.0,128000.0,117.0,2072.0,0.0,14.0,0.0,0.0,13.0,766.0,22.0,0.0,34,13,4802,22.0,0.007377598926894702,2009,"Census Tract 48.02, Essex County, New Jersey",3753.0,10307.0,325500.0,233.0,2711.0,8.0,0.0,0.0,13.0,11.0,785.0,138.0,11.0,34,13,4802,149.0,0.03970157207567279,-0.03232397314877809,-1.9752734375,True,True,True,True,False,False,False,True,False
165,34013006800,2018,"Census Tract 68, Essex County, New Jersey",5695.0,47727.0,358800.0,1305.0,1156.0,0.0,137.0,0.0,401.0,85.0,2611.0,231.0,171.0,34,13,6800,402.0,0.07058823529411765,2009,"Census Tract 68, Essex County, New Jersey",5161.0,33373.0,382600.0,1267.0,474.0,67.0,92.0,0.0,160.0,8.0,3160.0,156.0,89.0,34,13,6800,245.0,0.04747142026739004,0.023116815026727605,-0.24760869565217392,True,True,True,True,False,False,False,True,False
166,34013000400,2018,"Census Tract 4, Essex County, New Jersey",1917.0,27478.0,234000.0,316.0,88.0,0.0,37.0,0.0,64.0,8.0,1404.0,66.0,44.0,34,13,400,110.0,0.05738132498695879,2009,"Census Tract 4, Essex County, New Jersey",2306.0,45352.0,239300.0,658.0,63.0,0.0,12.0,0.0,127.0,9.0,1437.0,48.0,67.0,34,13,400,115.0,0.04986990459670425,0.007511420390254542,-0.1965,True,True,True,True,False,False,False,True,False
167,34013002201,2018,"Census Tract 22.01, Essex County, New Jersey",9360.0,35632.0,149100.0,598.0,4755.0,0.0,1573.0,0.0,131.0,0.0,2303.0,432.0,326.0,34,13,2201,758.0,0.08098290598290599,2009,"Census Tract 22.01, Essex County, New Jersey",7823.0,49286.0,284100.0,1549.0,4295.0,0.0,687.0,0.0,101.0,174.0,1017.0,522.0,311.0,34,13,2201,833.0,0.10648088968426435,-0.025497983701358362,-1.2293561368209256,True,True,True,True,False,False,False,True,False
168,34013004900,2018,"Census Tract 49, Essex County, New Jersey",3494.0,33485.0,280900.0,21.0,3174.0,0.0,24.0,0.0,0.0,49.0,226.0,58.0,76.0,34,13,4900,134.0,0.0383514596451059,2009,"Census Tract 49, Essex County, New Jersey",3330.0,38538.0,289300.0,0.0,3051.0,0.0,0.0,0.0,0.0,119.0,160.0,200.0,131.0,34,13,4900,331.0,0.0993993993993994,-0.061047939754293505,-0.2049875400498398,True,True,True,True,False,False,False,True,False
169,34013007501,2018,"Census Tract 75.01, Essex County, New Jersey",4616.0,23844.0,281700.0,1122.0,403.0,0.0,30.0,0.0,282.0,124.0,2655.0,129.0,158.0,34,13,7501,287.0,0.06217504332755633,2009,"Census Tract 75.01, Essex County, New Jersey",3665.0,33456.0,354500.0,1077.0,540.0,18.0,26.0,0.0,244.0,250.0,1510.0,87.0,27.0,34,13,7501,114.0,0.031105047748976808,0.03106999557857952,-0.4723642172523962,True,True,True,True,False,False,False,True,False
170,34013009500,2018,"Census Tract 95, Essex County, New Jersey",5696.0,37000.0,331600.0,511.0,604.0,28.0,86.0,0.0,21.0,25.0,4449.0,312.0,253.0,34,13,9500,565.0,0.09919241573033707,2009,"Census Tract 95, Essex County, New Jersey",6715.0,37089.0,386700.0,806.0,830.0,36.0,535.0,0.0,0.0,0.0,4544.0,189.0,384.0,34,13,9500,573.0,0.085331347728965,0.013861068001372073,-0.36441194209891437,True,True,True,True,False,False,False,True,False
171,34013012000,2018,"Census Tract 120, Essex County, New Jersey",6372.0,51853.0,170700.0,101.0,5397.0,0.0,231.0,0.0,0.0,0.0,643.0,402.0,204.0,34,13,12000,606.0,0.0951035781544256,2009,"Census Tract 120, Essex County, New Jersey",6214.0,48305.0,246200.0,316.0,4510.0,0.0,468.0,0.0,0.0,177.0,743.0,326.0,259.0,34,13,12000,585.0,0.09414225941422594,0.0009613187401996681,-0.6874868189806679,True,True,True,True,False,False,False,True,False
172,34013012800,2018,"Census Tract 128, Essex County, New Jersey",3354.0,57909.0,157700.0,130.0,3043.0,18.0,10.0,0.0,0.0,128.0,25.0,185.0,106.0,34,13,12800,291.0,0.08676207513416816,2009,"Census Tract 128, Essex County, New Jersey",3576.0,46179.0,233300.0,194.0,2852.0,0.0,10.0,0.0,0.0,0.0,520.0,137.0,78.0,34,13,12800,215.0,0.06012304250559284,0.026639032628575317,-0.7308877615726063,True,True,True,True,False,False,False,True,False
173,34013013200,2018,"Census Tract 132, Essex County, New Jersey",2343.0,27969.0,201900.0,22.0,2262.0,0.0,10.0,0.0,0.0,29.0,20.0,122.0,32.0,34,13,13200,154.0,0.06572769953051644,2009,"Census Tract 132, Essex County, New Jersey",3447.0,28150.0,245200.0,47.0,2968.0,0.0,0.0,0.0,0.0,0.0,432.0,58.0,11.0,34,13,13200,69.0,0.020017406440382943,0.0457102930901335,-0.42092124814264487,True,True,True,True,True,False,False,True,False
174,34013013300,2018,"Census Tract 133, Essex County, New Jersey",3588.0,26889.0,131600.0,21.0,3214.0,0.0,16.0,0.0,12.0,45.0,280.0,95.0,48.0,34,13,13300,143.0,0.03985507246376811,2009,"Census Tract 133, Essex County, New Jersey",3125.0,36028.0,226300.0,129.0,2893.0,0.0,0.0,0.0,0.0,0.0,103.0,56.0,0.0,34,13,13300,56.0,0.01792,0.021935072463768114,-1.0119376899696049,True,True,True,True,False,False,False,True,False
175,34013015800,2018,"Census Tract 158, Essex County, New Jersey",4219.0,70469.0,326000.0,1381.0,814.0,0.0,186.0,0.0,8.0,65.0,1765.0,290.0,360.0,34,13,15800,650.0,0.15406494429959705,2009,"Census Tract 158, Essex County, New Jersey",3864.0,47074.0,352300.0,1217.0,667.0,34.0,265.0,0.0,146.0,27.0,1542.0,268.0,154.0,34,13,15800,422.0,0.10921325051759834,0.044851693781998714,-0.26438957055214724,True,True,True,True,True,False,False,True,False
178,34013017700,2018,"Census Tract 177, Essex County, New Jersey",4914.0,42212.0,255000.0,712.0,1692.0,0.0,71.0,0.0,79.0,134.0,2226.0,229.0,68.0,34,13,17700,297.0,0.06043956043956044,2009,"Census Tract 177, Essex County, New Jersey",4073.0,44968.0,352900.0,770.0,1229.0,88.0,134.0,0.0,0.0,0.0,1852.0,203.0,129.0,34,13,17700,332.0,0.08151239872329978,-0.02107283828373934,-0.6191882352941176,True,True,True,True,False,False,False,True,False
182,34013000300,2018,"Census Tract 3, Essex County, New Jersey",3716.0,21097.0,225000.0,287.0,1039.0,0.0,0.0,0.0,35.0,47.0,2308.0,86.0,65.0,34,13,300,151.0,0.040635091496232505,2009,"Census Tract 3, Essex County, New Jersey",3363.0,17805.0,330100.0,467.0,886.0,27.0,144.0,0.0,0.0,13.0,1837.0,83.0,71.0,34,13,300,154.0,0.04579244721974428,-0.005157355723511774,-0.71652,True,True,True,True,False,False,False,True,False
183,34013001700,2018,"Census Tract 17, Essex County, New Jersey",2415.0,30043.0,207100.0,0.0,1656.0,0.0,0.0,0.0,32.0,82.0,645.0,20.0,17.0,34,13,1700,37.0,0.015320910973084885,2009,"Census Tract 17, Essex County, New Jersey",1988.0,31650.0,226200.0,0.0,1891.0,0.0,0.0,0.0,0.0,0.0,97.0,83.0,0.0,34,13,1700,83.0,0.041750503018108655,-0.02642959204502377,-0.27790439401255435,True,True,True,True,False,False,False,True,False
184,34013002202,2018,"Census Tract 22.02, Essex County, New Jersey",3327.0,47784.0,209900.0,11.0,2837.0,0.0,139.0,0.0,68.0,44.0,228.0,135.0,103.0,34,13,2202,238.0,0.07153591824466486,2009,"Census Tract 22.02, Essex County, New Jersey",3263.0,41911.0,270000.0,232.0,2849.0,0.0,35.0,0.0,0.0,0.0,147.0,170.0,40.0,34,13,2202,210.0,0.06435795280416795,0.007177965440496911,-0.505002382086708,True,True,True,True,False,False,False,True,False
185,34013011400,2018,"Census Tract 114, Essex County, New Jersey",4563.0,61414.0,225000.0,254.0,3737.0,82.0,156.0,0.0,11.0,60.0,263.0,335.0,296.0,34,13,11400,631.0,0.13828621520929213,2009,"Census Tract 114, Essex County, New Jersey",4280.0,42042.0,220600.0,412.0,3639.0,0.0,0.0,0.0,0.0,130.0,99.0,348.0,252.0,34,13,11400,600.0,0.14018691588785046,-0.0019007006785583258,-0.14711999999999986,True,True,True,True,False,False,False,True,False
186,34013018700,2018,"Census Tract 187, Essex County, New Jersey",4784.0,30313.0,175000.0,189.0,3747.0,0.0,98.0,0.0,0.0,31.0,719.0,595.0,347.0,34,13,18700,942.0,0.19690635451505017,2009,"Census Tract 187, Essex County, New Jersey",5431.0,35944.0,246500.0,136.0,4594.0,0.0,0.0,0.0,35.0,16.0,650.0,205.0,162.0,34,13,18700,367.0,0.0675750322224268,0.12933132229262337,-0.6480285714285714,True,True,True,True,True,False,False,True,False
187,34013017800,2018,"Census Tract 178, Essex County, New Jersey",3176.0,62236.0,283000.0,745.0,1012.0,34.0,40.0,0.0,79.0,116.0,1184.0,257.0,106.0,34,13,17800,363.0,0.11429471032745592,2009,"Census Tract 178, Essex County, New Jersey",2988.0,40972.0,326400.0,686.0,1232.0,0.0,33.0,0.0,0.0,0.0,1037.0,141.0,103.0,34,13,17800,244.0,0.08165997322623829,0.03263473710121763,-0.3494275618374558,True,True,True,True,False,False,False,True,False
188,34013018300,2018,"Census Tract 183, Essex County, New Jersey",4919.0,32926.0,211000.0,59.0,2979.0,0.0,76.0,0.0,49.0,48.0,1708.0,345.0,136.0,34,13,18300,481.0,0.09778410245984956,2009,"Census Tract 183, Essex County, New Jersey",4711.0,41389.0,304300.0,186.0,3181.0,0.0,74.0,0.0,36.0,103.0,1131.0,119.0,183.0,34,13,18300,302.0,0.06410528550201655,0.03367881695783301,-0.687350710900474,True,True,True,True,False,False,False,True,False
189,34013018400,2018,"Census Tract 184, Essex County, New Jersey",2074.0,29028.0,214500.0,33.0,1528.0,0.0,0.0,0.0,38.0,28.0,447.0,66.0,11.0,34,13,18400,77.0,0.03712632594021215,2009,"Census Tract 184, Essex County, New Jersey",1791.0,39340.0,240400.0,27.0,1575.0,0.0,0.0,0.0,26.0,0.0,163.0,105.0,80.0,34,13,18400,185.0,0.10329424902289223,-0.06616792308268007,-0.31127272727272726,True,True,True,True,False,False,False,True,False
190,34013018900,2018,"Census Tract 189, Essex County, New Jersey",3885.0,48508.0,209700.0,122.0,2586.0,0.0,63.0,13.0,107.0,66.0,928.0,211.0,135.0,34,13,18900,346.0,0.08906048906048906,2009,"Census Tract 189, Essex County, New Jersey",4132.0,39048.0,209300.0,298.0,3014.0,0.0,151.0,0.0,0.0,80.0,589.0,189.0,82.0,34,13,18900,271.0,0.06558567279767667,0.023474816262812392,-0.1677682403433475,True,True,True,True,False,False,False,True,False
191,34013009100,2018,"Census Tract 91, Essex County, New Jersey",2865.0,38568.0,164800.0,122.0,530.0,10.0,0.0,0.0,0.0,0.0,2213.0,137.0,15.0,34,13,9100,152.0,0.05305410122164049,2009,"Census Tract 91, Essex County, New Jersey",2848.0,52664.0,362700.0,216.0,33.0,44.0,81.0,0.0,152.0,22.0,2344.0,48.0,0.0,34,13,9100,48.0,0.016853932584269662,0.03620016863737083,-1.5749939320388349,True,True,True,True,True,False,False,True,False
192,34013002600,2018,"Census Tract 26, Essex County, New Jersey",1622.0,19020.0,196600.0,18.0,1378.0,0.0,0.0,0.0,33.0,10.0,183.0,48.0,13.0,34,13,2600,61.0,0.0376078914919852,2009,"Census Tract 26, Essex County, New Jersey",1702.0,33528.0,261100.0,0.0,1211.0,0.0,0.0,0.0,48.0,8.0,435.0,25.0,19.0,34,13,2600,44.0,0.025851938895417155,0.011755952596568045,-0.5538504577822991,True,True,True,True,False,False,False,True,False
193,34013003500,2018,"Census Tract 35, Essex County, New Jersey",2109.0,37097.0,174900.0,11.0,1877.0,0.0,74.0,0.0,0.0,21.0,126.0,78.0,62.0,34,13,3500,140.0,0.06638217164532954,2009,"Census Tract 35, Essex County, New Jersey",1724.0,31477.0,269000.0,5.0,1672.0,0.0,42.0,0.0,0.0,0.0,5.0,111.0,0.0,34,13,3500,111.0,0.06438515081206496,0.0019970208332645845,-0.7994854202401372,True,True,True,True,False,False,False,True,False
194,34013004200,2018,"Census Tract 42, Essex County, New Jersey",2163.0,40469.0,175000.0,31.0,2040.0,0.0,37.0,0.0,0.0,0.0,55.0,64.0,133.0,34,13,4200,197.0,0.09107720758206195,2009,"Census Tract 42, Essex County, New Jersey",2429.0,27417.0,238000.0,0.0,2246.0,0.0,0.0,0.0,12.0,28.0,143.0,24.0,14.0,34,13,4200,38.0,0.015644298065047343,0.0754329095170146,-0.5912,True,True,True,True,True,False,False,True,False
195,34013005700,2018,"Census Tract 57, Essex County, New Jersey",2427.0,43333.0,328800.0,394.0,1038.0,0.0,11.0,0.0,177.0,7.0,800.0,91.0,106.0,34,13,5700,197.0,0.08117016893283889,2009,"Census Tract 57, Essex County, New Jersey",2788.0,34306.0,402400.0,317.0,896.0,0.0,146.0,0.0,110.0,0.0,1319.0,20.0,13.0,34,13,5700,33.0,0.011836441893830704,0.06933372703900818,-0.4318978102189781,True,True,True,True,True,False,False,True,False
198,34013008000,2018,"Census Tract 80, Essex County, New Jersey",2362.0,47098.0,324500.0,589.0,496.0,91.0,210.0,0.0,0.0,31.0,945.0,167.0,154.0,34,13,8000,321.0,0.1359017781541067,2009,"Census Tract 80, Essex County, New Jersey",1633.0,51765.0,284700.0,455.0,498.0,0.0,59.0,0.0,214.0,20.0,387.0,165.0,218.0,34,13,8000,383.0,0.23453766074709123,-0.09863588259298453,-0.026499229583975346,True,True,True,True,False,False,True,True,False
200,34013010500,2018,"Census Tract 105, Essex County, New Jersey",4878.0,43147.0,209200.0,52.0,3882.0,15.0,52.0,0.0,70.0,10.0,797.0,202.0,68.0,34,13,10500,270.0,0.055350553505535055,2009,"Census Tract 105, Essex County, New Jersey",4897.0,39186.0,281000.0,244.0,4177.0,0.0,0.0,0.0,17.0,62.0,397.0,272.0,170.0,34,13,10500,442.0,0.09025934245456402,-0.03490878894902896,-0.5715583173996176,True,True,True,True,False,False,False,True,False
201,34013003900,2018,"Census Tract 39, Essex County, New Jersey",1304.0,18063.0,170400.0,0.0,1205.0,0.0,2.0,0.0,0.0,0.0,97.0,11.0,21.0,34,13,3900,32.0,0.024539877300613498,2009,"Census Tract 39, Essex County, New Jersey",2007.0,14565.0,197700.0,0.0,1876.0,0.0,0.0,0.0,0.0,7.0,124.0,37.0,16.0,34,13,3900,53.0,0.026407573492775286,-0.0018676961921617885,-0.3574471830985915,True,True,True,True,False,False,False,True,False
