geoid,name,d_pop_%,d_medinc_%,d_medhomeval_%,d_white_pp,d_black_pp,d_hispanics_pp,d_eduatt_pp,ucb_type
36047030800,"Census Tract 308, Kings County, New York",28.25806451612902,61.78682617973203,31.42414860681115,5.3683390666580095,1.1066398390342052,-12.51697280456935,5.746608684364251,LI - Ongoing Displacement of Low-Income Households
36047031500,"Census Tract 315, Kings County, New York",-7.711586658955083,106.13766556542296,89.83978116451739,26.322962199733716,-30.50335259498234,-0.11877889353068838,24.434867922163555,MHI - Advanced Gentrification
36047031701,"Census Tract 317.01, Kings County, New York",-16.045420883732408,105.45678631951931,139.25385239253853,27.144796232626774,-34.43143437781052,0.5487009171725594,13.507280846072323,LI - Ongoing Displacement of Low-Income Households
36047031702,"Census Tract 317.02, Kings County, New York",1.8156028368794264,90.85043061444861,77.95288652952888,20.41258455208883,-32.06461824843049,4.2576588433135925,11.528907279729829,MHI - Ongoing Exclusion
36047031900,"Census Tract 319, Kings County, New York",1.822916666666674,51.7948256197851,22.681134056702845,17.621083759590796,-21.063529012148337,2.067265425191815,13.697683557118498,LI - Not Losing Low-Income Households
36047032100,"Census Tract 321, Kings County, New York",-0.3925767309064909,47.78356570144528,48.62817707456657,17.072893625912393,-25.283784091365355,0.35692629848516333,12.165754818626507,LI - Not Losing Low-Income Households
36047032300,"Census Tract 323, Kings County, New York",-2.044659671778315,73.40611803481305,35.056142668428,14.027615865907636,-13.056750544589136,-3.3806385693323078,4.258202752749325,MHI - Advanced Gentrification
36047036400,"Census Tract 364, Kings County, New York",-1.2463647694225144,80.59390146634765,15.841045182362556,26.32166488185927,0.8887099906159971,-16.196816919659547,23.468029633803663,LI - Ongoing Displacement of Low-Income Households
36047038300,"Census Tract 383, Kings County, New York",15.93032062610451,85.62114585314174,32.92079207920793,8.754151980063458,-7.344078634280052,-7.659666504516597,10.004221253035915,MHI - Advanced Gentrification
36047038500,"Census Tract 385, Kings County, New York",14.683620950650923,156.1688311688312,32.375271149674624,11.251986530436476,-33.666004250080164,16.824949703335196,15.23738778960345,LI - Ongoing Displacement of Low-Income Households
36047038900,"Census Tract 389, Kings County, New York",8.714596949891074,106.42023985542961,-24.021052631578943,14.90300863164237,-7.020649869091851,-13.333857256997653,6.439895040625915,LI - Ongoing Gentrification
36047039200,"Census Tract 392, Kings County, New York",26.399331662489555,90.5531914893617,28.17899867080196,8.107208978604248,0.36299163860300687,1.1328718359017174,7.003353282965069,LI - Not Losing Low-Income Households
36047039300,"Census Tract 393, Kings County, New York",43.560606060606055,101.90456616312132,31.601903251387785,13.781382425841528,-6.073398896617892,-12.703785879907251,16.11207723674742,LI - Ongoing Gentrification
36047039500,"Census Tract 395, Kings County, New York",15.336728919071874,110.12838253382533,3.6111534359286823,8.253705903620682,13.514808896945581,-29.899620842920555,8.987708357284042,LI - Ongoing Displacement of Low-Income Households
36047039700,"Census Tract 397, Kings County, New York",2.0000000000000018,21.6260413452638,20.881427072402946,18.490488732806554,-13.438103599648812,-6.622768510389232,7.872988001170618,LI - Not Losing Low-Income Households
36047039900,"Census Tract 399, Kings County, New York",-6.5068493150684965,81.27517288547762,60.035603026257235,10.307753238281613,-8.195612280739482,0.42875422033934285,3.205845035590632,LI - Ongoing Displacement of Low-Income Households
36047040100,"Census Tract 401, Kings County, New York",-15.515862436683548,45.171052631578945,54.560954816709284,11.256592225453879,-7.618803493150743,-6.302566712198512,10.460061181539135,LI - Ongoing Displacement of Low-Income Households
36047041500,"Census Tract 415, Kings County, New York",12.355936746180651,93.47845116862655,37.80130660058572,10.509072941580854,-15.404525422445737,2.0877599174238526,1.161303786513245,LI - Ongoing Displacement of Low-Income Households
36047041900,"Census Tract 419, Kings County, New York",-1.8201575658788327,57.70325499927018,44.327086882453145,14.455946997151198,-5.409304303782854,-8.811269585046652,4.921855256062218,LI - Not Losing Low-Income Households
36047042300,"Census Tract 423, Kings County, New York",27.629987908101562,82.64316941374534,-24.287999999999997,23.42962841613315,-0.7101770709882071,-19.01904975206166,14.364012539831378,LI - Ongoing Gentrification
36047042500,"Census Tract 425, Kings County, New York",22.59083728278042,176.50014564520825,-38.37790185130767,17.78345425970261,6.677059412713149,-26.6862510382567,20.93807511278318,LI - Ongoing Gentrification
36047042700,"Census Tract 427, Kings County, New York",-20.22684310018904,45.50230151093542,41.04477611940298,17.046530309953205,1.235490074867779,-21.172358648617177,13.357642217424155,LI - Ongoing Gentrification
36047042900,"Census Tract 429, Kings County, New York",-12.15569849909286,56.725612870275796,272.85333333333335,18.6289950017246,-3.778222022128522,-17.62768314101359,11.629235498166732,LI - Ongoing Displacement of Low-Income Households
36047043100,"Census Tract 431, Kings County, New York",-10.384894698620183,102.0928827772448,4.19401896425966,20.86236139212273,-1.9416872938022083,-22.10997941405988,11.330270748073525,LI - Ongoing Gentrification
36047043500,"Census Tract 435, Kings County, New York",9.545049063336307,122.95460192382777,19.092204355790756,9.206131391527457,-8.534942916834957,-1.7131669025154963,11.252876677698774,LI - Not Losing Low-Income Households
36047043700,"Census Tract 437, Kings County, New York",20.528286189683854,138.95585633768047,24.216721481737924,12.810497746780962,-2.2058289391135553,-12.792254496747582,13.585310074236354,LI - Ongoing Gentrification
36047044500,"Census Tract 445, Kings County, New York",-3.0131445904954535,65.07710110605775,11.121096382835315,8.842855227350734,1.0781482040561263,-4.8005963850900315,7.741617340368743,LI - Not Losing Low-Income Households
36047044700,"Census Tract 447, Kings County, New York",81.94338179035961,37.041920942071215,146.83381549341047,4.741499964929734,11.476181497957239,-17.28478278635516,15.804624513279405,LI - Ongoing Displacement of Low-Income Households
36047045000,"Census Tract 450, Kings County, New York",-57.78301886792453,73.5179895368617,94.41030723488602,23.414497031024908,-4.009433962264151,-22.01213941885387,-8.282386423526932,LI - Ongoing Displacement of Low-Income Households
36047047700,"Census Tract 477, Kings County, New York",34.996410624551324,114.17750208755817,56.91094619666048,11.392263478672653,1.1247791355455443,-21.863066233282108,19.071379612385627,MHI - Advanced Gentrification
36047048100,"Census Tract 481, Kings County, New York",16.48936170212767,55.02391464311993,130.16019149327934,15.32594967453609,4.50739753785513,-14.684216735368008,15.155757727165476,MHI - Ongoing Exclusion
36047049500,"Census Tract 495, Kings County, New York",1.9984627209838512,67.24342013647124,48.61806714895196,-4.980923027733006,4.3330821401657875,-6.679286178911706,12.924207047271622,MHI - Advanced Gentrification
36047049900,"Census Tract 499, Kings County, New York",30.593280914939246,131.95947106302594,105.86324786324788,-5.7381670307159,-1.0207071827441057,5.213787469585947,32.9384543576947,MHI - Ongoing Exclusion
36047050000,"Census Tract 500, Kings County, New York",0.3072196620583778,111.32041621815571,102.51360456076704,0.2548794056969754,-6.520302138540541,-5.8485041664412325,4.93162833478004,MHI - Stable Exclusion
36047050500,"Census Tract 505, Kings County, New York",-8.531032830098251,65.28704372583181,15.325816931014714,13.347535691256232,-6.454363326350183,-13.053462378787593,12.399282511593643,LI - Ongoing Gentrification
36047050600,"Census Tract 506, Kings County, New York",-12.124980568941401,77.98100144904203,9.340074507716878,9.148105267954197,-5.515621306191164,-4.05637183493732,4.335351376923378,LI - Ongoing Displacement of Low-Income Households
36047051200,"Census Tract 512, Kings County, New York",-7.4321249810405,30.82001722323222,284.3803056027165,12.322005282739337,-13.772689612981111,-0.8400460679563757,1.4396596731089755,LI - Not Losing Low-Income Households
36047051300,"Census Tract 513, Kings County, New York",18.552631578947377,84.51082723165601,106.7914566834653,2.9806306832564218,-1.2727817045388168,-9.031680199388589,9.477310785287301,MHI - Advanced Gentrification
36047051400,"Census Tract 514, Kings County, New York",2.942320155541145,39.1213830179729,103.55256841094574,6.802906620634074,-12.5078008040471,-3.4951878109162458,10.25516654853325,LI - At Risk of Gentrification
36047051500,"Census Tract 515, Kings County, New York",177.45454545454544,181.83448629259544,88.87700534759358,-5.4356408117876,7.164700742682394,-4.897573374637595,16.082131935342947,MHI - Stable Exclusion
36047051700,"Census Tract 517, Kings County, New York",63.056092843326894,48.98574036485262,73.27069716775598,-2.301121306194375,-2.1011967176879724,-1.8077343435108268,15.347539145525065,MHI - Stable Exclusion
36047051900,"Census Tract 519, Kings County, New York",62.220149253731336,141.90281537130124,11.66703811009584,1.7153307642351763,3.454961392004898,-8.067358005830538,10.074305013174499,MHI - Advanced Gentrification
36047052300,"Census Tract 523, Kings County, New York",-8.28339795558689,109.44217687074831,-58.340403868997115,10.097300495781965,-3.212619180441173,-12.346661565884226,8.90165559585547,LI - Ongoing Gentrification
36047055300,"Census Tract 553, Kings County, New York",21.723000824402305,81.71040723981899,95.81638582219641,0.5446554972670157,-3.2858141105402616,2.034218977221876,11.365919884176083,MHI - Ongoing Exclusion
36047056500,"Census Tract 565, Kings County, New York",-3.113207547169816,87.17841852006214,143.10210283213806,1.4533997170729833,0.45439792275235313,0.10778171752616572,9.896964352421719,MHI - Ongoing Exclusion
36047057500,"Census Tract 575, Kings County, New York",-0.26939655172413257,43.72219957823105,39.904157492552784,1.6353433139588986,-0.5381381685575365,5.245781054974941,17.823223467277707,MHI - Advanced Gentrification
36047057900,"Census Tract 579, Kings County, New York",-10.996015936254977,80.4556669641451,43.34862385321101,11.310746271850824,4.0704505166442555,-13.173162319388517,13.477691739755393,MHI - Ongoing Exclusion
36047064800,"Census Tract 648, Kings County, New York",0.8747697974217372,66.29065546936161,34.05520169851379,4.4218017286522056,-1.559556800673775,-2.0864695939272755,12.366911179418903,MHI - Stable Exclusion
36047076200,"Census Tract 762, Kings County, New York",6.381518755718196,71.10833962388001,39.86889153754469,4.3598726321386465,-0.014448584382979135,-9.641661337378281,7.875816138468782,LI - Not Losing Low-Income Households
36047093600,"Census Tract 936, Kings County, New York",-2.538071065989844,88.53428929497828,-0.45672031317964823,-1.5228426395939085,2.3071771009588247,0.14511656326377143,11.898970671178791,MHI - Stable Exclusion
36047114202,"Census Tract 1142.02, Kings County, New York",15.131830340084074,112.39736969201618,2.9314525016530757,1.119705324817778,10.442204275676627,-8.783806663292332,7.086170093903364,LI - Ongoing Displacement of Low-Income Households
36047115200,"Census Tract 1152, Kings County, New York",6.611284181377641,101.24629405951464,50.30367045154476,4.318181818181818,0.9865229958687891,-14.205641191622497,4.033222748176019,LI - Not Losing Low-Income Households
36061001600,"Census Tract 16, New York County, New York",-1.1502217294900197,91.60475768890257,190.13881377321073,7.785662451433533,-0.4044550437475112,1.8792569000209198,8.81087769192439,LI - Ongoing Displacement of Low-Income Households
36061003200,"Census Tract 32, New York County, New York",-11.625804993786016,28.169460626956756,17.647058823529417,8.237237118127808,0.42951634782277637,-3.224305478861509,16.20882162865596,MHI - Ongoing Exclusion
36061003602,"Census Tract 36.02, New York County, New York",30.042194092827003,103.02663709478685,-41.39005860994139,3.943463748949256,-2.924151942543748,-5.638894136910384,7.057201608906489,MHI - Stable Exclusion
36061003900,"Census Tract 39, New York County, New York",16.44359464627152,170.0222534551417,99.9999000001,5.875098506469243,-0.32253608240949205,-2.425849353389408,12.324564295290209,VHI - Super Gentrification or Exclusion
36061004100,"Census Tract 41, New York County, New York",-6.698342797543166,194.68408939045213,-12.500087499912505,6.0026964213925424,-0.7853673128164192,1.0506479876613453,10.959646104732235,MHI - Ongoing Exclusion
36061005400,"Census Tract 54, New York County, New York",3.2984176509917473,54.762947153359235,35.77224590840324,0.1089903975262132,0.10237413657433958,-0.4047843837008216,10.78012496366706,MHI - Stable Exclusion
36061008300,"Census Tract 83, New York County, New York",3.11158798283262,55.99057992346188,6.659667016649173,7.542326707247902,-2.8304520059130116,-2.4259980438831192,19.53247466649993,MHI - Ongoing Exclusion
36061009900,"Census Tract 99, New York County, New York",235.80174927113703,11.541425318406539,84.99617249298291,5.219646065456175,-11.49329962431727,-7.729567157401496,13.62574588538563,MHI - Stable Exclusion
36061011401,"Census Tract 114.01, New York County, New York",-18.95937277263008,122.88825526646532,99.9999000001,-2.255689059315671,-2.1095015016822227,2.03170615047163,6.046786287205894,VHI - Super Gentrification or Exclusion
36061011500,"Census Tract 115, New York County, New York",24.227481919789607,53.845177518548006,65.67224080267557,2.6557105871942994,-21.777995945968755,-4.538655175779365,12.017909625131722,MHI - Stable Exclusion
36061016200,"Census Tract 162, New York County, New York",-0.39215686274509665,52.930911398429444,180.327868852459,2.219213548532678,-8.970123078506589,2.033388360391598,9.097279129701548,LI - Ongoing Gentrification
36061020102,"Census Tract 201.02, New York County, New York",11.247494989979966,96.78880956771422,123.71218315617334,5.667527353739228,-4.322961392273399,-6.387414549883374,1.9877911644049195,MHI - Advanced Gentrification
36061021600,"Census Tract 216, New York County, New York",6.660812844957342,72.0457290525547,38.67151956323931,9.345757015365848,-3.0392168780311266,-4.263956542241019,8.707388419741942,MHI - Advanced Gentrification
36061022301,"Census Tract 223.01, New York County, New York",7.995162590701432,114.46231617647058,58.01899592944368,6.682418525419104,4.23569411252586,-6.641224005729754,5.959256498356483,LI - Ongoing Gentrification
36061022900,"Census Tract 229, New York County, New York",11.384121496481047,73.45103593662505,254.20984455958552,10.968763546456794,-0.6273942381825464,-16.87542692874821,4.107241558805887,LI - Ongoing Displacement of Low-Income Households
36061024700,"Census Tract 247, New York County, New York",-2.710919685837343,44.02327272727273,13.75565610859728,8.375935573431299,-3.0965963073220166,-9.235478818300813,9.581063677054303,LI - Not Losing Low-Income Households
36061027100,"Census Tract 271, New York County, New York",6.980627922511684,87.37795345270052,-22.379141770776755,5.969117268081103,-2.1376433096532677,-3.0912624847293984,8.413959079917909,LI - Ongoing Displacement of Low-Income Households
36081000700,"Census Tract 7, Queens County, New York",60.3534687417568,102.04858016044822,66.6610312764159,-11.293281735093586,-0.8126579566178873,-1.1941599503486344,12.35152354545395,MHI - Stable Exclusion
36081007100,"Census Tract 71, Queens County, New York",-22.617086373264293,112.50276243093924,16.708524154232542,9.76766252142339,1.3609972061552769,-17.177671402860497,19.854929369383605,MHI - Ongoing Exclusion
36081007500,"Census Tract 75, Queens County, New York",-10.57566506759704,90.91350118857031,89.88095238095238,-0.47141023649152203,1.1359753660116936,-10.296660010700165,17.677445206316353,MHI - Ongoing Exclusion
36081011600,"Census Tract 116, Queens County, New York",4.2532146389713255,99.01147731863222,2.7631301413203913,-9.885941549971191,1.9470830353774522,-13.845047926320909,10.784689102979183,MHI - Stable Exclusion
36081014900,"Census Tract 149, Queens County, New York",-23.53410450737934,49.597513164915206,88.36974110032362,18.01201809685098,0.15959486624722563,-19.292002216433524,16.531011030356524,MHI - Ongoing Exclusion
36081029300,"Census Tract 293, Queens County, New York",-24.71380471380471,28.929032763142448,9.577003276735185,1.627605813652325,-6.8686868686868685,-47.13377062214272,9.579455858525625,MHI - Stable Exclusion
36081055300,"Census Tract 553, Queens County, New York",15.650670125378308,64.8813536470271,17.622315696258582,8.358687790667135,-0.4108432225818315,-9.69470404984424,12.92294265246009,LI - Ongoing Gentrification
36081055900,"Census Tract 559, Queens County, New York",46.640316205533594,195.24840001841704,54.374193548387105,6.308129934052821,-3.281023051326579,3.6659812705752017,7.314561293232336,MHI - Advanced Gentrification
36081099701,"Census Tract 997.01, Queens County, New York",5.090655509065556,50.470407568884255,39.25432756324901,9.521419799189104,-0.7159291044396259,2.176407818835208,16.53462363919561,MHI - Stable Exclusion
36081144700,"Census Tract 1447, Queens County, New York",13.078393881453154,77.75562462127877,43.948781495249904,1.5120228695431202,-10.525563672033371,-7.168665466976956,3.9066388793872147,MHI - Ongoing Exclusion
36119000401,"Census Tract 4.01, Westchester County, New York",0.6668376506796525,56.553682780761875,-27.23361174386232,7.803300862706917,-11.035493340608326,-5.52925051826125,5.1609248165869746,LI - Ongoing Gentrification
